t,position_error,velocity_error,energy,energy_rel_error,ang_mom_rel_error,radius,radius_true,model,predicted_x,predicted_y,predicted_vx,predicted_vy,truth_x,truth_y,truth_vx,truth_vy
0.044,0.007320798972089542,0.3338349183187585,-19.11124037098082,0.019258019005988836,0.014536499150677505,1.1601237766746368,1.1674426568967917,linear,1.1356091685590224,0.23723194028315064,-1.5754016749965418,5.230162894445949,1.142739001186469,0.23889313993832267,-1.2610196198505552,5.342455708512914
0.048,0.008706935320899627,0.3641896317540647,-19.180140910258093,0.022932685108709893,0.017270197500290897,1.158148611462078,1.1668528517783268,linear,1.1290313902558622,0.2580626397765751,-1.7132471010247778,5.1845490498518805,1.1374683274382522,0.26021410756920743,-1.3742586179542642,5.3176689064575475
0.052000000000000005,0.010211682695413936,0.3945473906778748,-19.255155957593693,0.026933455705422393,0.020231931704530325,1.1560044392185553,1.166212440539303,linear,1.1219049580714744,0.2787032984154478,-1.8497088255118646,5.135149814611544,1.1317454223634844,0.28143161767636504,-1.4871300175841298,5.290726970815218
0.056,0.011834567736841998,0.4249082982365105,-19.336319147995155,0.03126212464887906,0.023419395515081466,1.1536919375133572,1.1655215948105528,linear,1.1142356250016203,0.29913886183605803,-1.9846780181612542,5.082009359123639,1.1255718197062743,0.30253705004980913,-1.5996021020480486,5.261630072683692
0.06,0.013575079226463916,0.45527232879454543,-19.42366717409899,0.035920648864076817,0.026830114466523444,1.1512118374833853,1.164780500477016,linear,1.1060295765968844,0.3193544589555445,-2.1180472513189246,5.02517514549699,1.118949180589663,0.3235217852776066,-1.7116428952895633,5.2303784416848655
0.064,0.015432667728865647,0.48563932192674136,-19.51723986037888,0.04091115230599511,0.03046144887630901,1.1485649240640132,1.1639893577982372,linear,1.0972934251536948,0.33933541504630127,-2.2497105988837927,4.9646978807852715,1.1118792945924243,0.3443772050008618,-1.823220142228786,5.196972376551959
0.068,0.01740674521696368,0.5160089773147859,-19.617080241717318,0.046235930150050696,0.0343105970366735,1.1457520362334317,1.1631483815376422,linear,1.0880342035126818,0.3590672646170618,-2.3795637337085735,4.900631467099468,1.1043640809043398,0.3650946922127865,-1.9343012891857831,5.161412256589492
0.07200000000000001,0.019496684680909603,0.5463808505873046,-19.723234646077664,0.051897453201237884,0.038374598593324385,1.1427740672693503,1.162257801100563,linear,1.0782593584706057,0.37853576408827094,-2.5075040233956396,4.833032948649141,1.0964055895595994,0.38566563160538886,-2.04485346439872,5.123698554024707
0.076,0.02170181972306277,0.5767543501366142,-19.835752781001005,0.0578983725072582,0.04265033810549148,1.13963196501687,1.1613178606809536,linear,1.067976743812461,0.39772690424956897,-2.6334306243940957,4.7619624557666,1.0880060027479121,0.40608140996738173,-2.1548434586504746,5.0838318472703525
0.08,0.02402144414134068,0.6071287349405409,-19.954687823641713,0.06424152416037818,0.04713454878163676,1.1363267321662789,1.1603288194167511,linear,1.0571946129707368,0.41662692248743144,-2.7572445743060237,4.687483145971106,1.0791676362028715,0.4263334166370006,-2.264237706018904,5.041812835119825
0.084,0.026454811503341228,0.6375031134123879,-20.080096514044794,0.07092993427218189,0.0518238163848602,1.1328594265394756,1.1592909515538266,linear,1.0459216113191798,0.43522231477124435,-2.8788488823116984,4.609661142133157,1.0698929406670434,0.4464130440135041,-2.3730022647676123,4.997642351896845
0.088,0.029001134713728477,0.6678764432968121,-20.212039251358924,0.07796682410489168,0.05671458330179359,1.1292311613836858,1.158204546618449,linear,1.0341667681087583,0.45349984738634014,-2.998148617625503,4.528565467801815,1.06018450343318,0.46631168813122,-2.4811027983957916,4.951321383582867
0.092,0.03165958557745311,0.6982475326240399,-20.35058019267099,0.08535561534250165,0.06180315276852485,1.1254431056710874,1.1570699095981964,linear,1.021939488053881,0.4714465684027766,-3.1150509958962926,4.444267979760818,1.0500450499608822,0.48602074930009637,-2.5885045568675884,4.9028510849465095
0.096,0.034429294361458425,0.7286150417294475,-20.495787354140454,0.09309993548456752,0.06708569324688096,1.1214964844029254,1.1558873611312244,linear,1.0092495425772592,0.4890498188689108,-3.2294654634680535,4.35684329788201,1.0394774455679487,0.5055316328168176,-2.69517235804346,4.852232797700233
0.1,0.037309349357585446,0.7589774863401813,-20.647732714105175,0.10120362334513963,0.07255824294417645,1.1173925789166725,1.1546572377037918,linear,0.996107060722138,0.5062972437190977,-3.3413037794189067,4.266368732347256,1.028484697195554,0.5248357497506442,-2.8010705693381293,4.799468069710452
0.10400000000000001,0.040298796449459724,0.7893332417251403,-20.80649231782524,0.10967073463905633,0.07821671446933881,1.1131327271947518,1.1533798918559472,linear,0.9825225197409425,0.5231768023851351,-3.4504800952987615,4.172924208312657,1.0170699552462976,0.5439245178082441,-2.9061630896320194,4.74455867528811
0.108,0.043396638686191695,0.8196805478993554,-20.972146383525793,0.11850554763751633,0.08405689961813484,1.1087183241733263,1.1520556923952463,linear,0.9685067353697002,0.5396767791013751,-3.5569110324882844,4.076592188091392,1.005236515494054,0.5627893622818961,-3.0104133314654935,4.687506636587572
0.112,0.04660183586576354,0.8500175158685502,-21.144779409396225,0.12771256887465626,0.0900744742800539,1.1041508220496405,1.1506850246183697,linear,0.9540708517979051,0.5557857928937342,-3.6605157571042706,3.977457590933947,0.9929878210644222,0.58142171708555,-3.113784203547791,4.628314246142342
0.116,0.049913304131027056,0.8803421348945442,-21.324480281199065,0.13729653888664622,0.09626500345924137,1.0994317305863794,1.1492682905404958,linear,0.9392263313437836,0.5714928072431517,-3.761216052379011,3.875607710486902,0.9803274644844598,0.5998130258833531,-3.216238093615286,4.566984090566817
0.12,0.053329915581251906,0.9106522807570567,-21.51134238013906,0.14726243796466112,0.10262394640173964,1.0945626174115128,1.1478059091322594,linear,0.9239849438452085,0.5867871394143781,-3.858936388443817,3.7711321300137017,0.9672591898002175,0.6179547433153654,-3.3177368516765857,4.503519075453722
0.124,0.056850497902199953,0.9409457249825657,-21.705463690639718,0.15761549190291754,0.10914666182116128,1.089545108312086,1.1462983165641154,linear,0.9083587557767766,0.6016584694413114,-3.9536039894495145,3.6641226354630527,0.9537868947604554,0.6358383363253062,-3.418241773685037,4.437922451497352
0.128,0.0604738340177077,0.9712201450059825,-21.906946907672435,0.16836117772284745,0.11582841321480934,1.0843808875204157,1.1447459664579103,linear,0.892360119103836,0.6160968487604463,-4.045148897959418,3.5546731264726934,0.9399146330647413,0.6534552855952942,-3.5177135856824298,4.370197841872979
0.132,0.06419866176577368,1.0014731352262163,-22.11589954328,0.1795052293543072,0.12266437426216352,1.0790716979911683,1.143149330145432,linear,0.8760016598844945,0.6300927084843574,-4.133504036553084,3.442879525398326,0.925646616673954,0.6707970870926707,-3.6161124284610726,4.300349270902965
0.136,0.06802367360214327,1.0317022189120975,-22.33243403193392,0.19105364325458943,0.1296496342975651,1.0736193416677962,1.1415088969337053,linear,0.8592962666308877,0.6436368673074986,-4.218605266581962,3.328839684459412,0.9109872181810167,0.68785525373411,-3.713397842794972,4.228381194040075
0.14,0.07194751633438148,1.0619048609106585,-22.55666783436143,0.20301268394581976,0.13677920384887216,1.068025679736838,1.1398251743767551,linear,0.8422570784412089,0.6567205390369742,-4.3003914440209625,3.212653291095379,0.8959409732394789,0.7046213171723488,-3.8095287552945982,4.154298529198354
0.14400000000000002,0.07596879088940647,1.0920784811054614,-22.788723539474276,0.21538888945111517,0.14404802023380142,1.0622926328685984,1.1380986885535562,linear,0.8248974729142289,0.6693353397413122,-4.3788044723629085,3.094421771627537,0.8805125830473339,0.7210868297109833,-3.9044634649436096,4.078106689461523
0.148,0.08008605211744081,1.1222204685684556,-23.028728964026264,0.22818907660961074,0.15145095320564061,1.0564221814427588,1.136329984351841,linear,0.8072310538582309,0.681473294510656,-4.453789352505836,2.97424819332364,0.8647069168832238,0.7372433663529058,-3.998159630380028,3.9998116171983233
0.152,0.08429780863530537,1.1523281963447987,-23.276817249620766,0.24142034625015193,0.1589828106399944,1.0504163657574928,1.1345196257574228,linear,0.7892716388064879,0.693126843822182,-4.5252942295861525,2.85223716496357,0.8485290146919175,0.7530825269880627,-4.0905742579886075,3.919419819613413
0.156,0.08860252271195258,1.1823990368061739,-23.53312695668179,0.2550900882030453,0.1666383442542187,1.044277286220699,1.132668196148655,linear,0.7710332463515858,0.7042888495049474,-4.593270436713771,2.728494736006085,0.8319840897156827,0.7685959387263341,-4.181663690875603,3.836938405761423
0.16,0.0929986101990912,1.2124303775043703,-23.797802154992702,0.2692059861287513,0.17441225535121863,1.038007103522004,1.1307762985956136,linear,0.7525300833110684,0.7149526002987728,-4.657672535568452,2.6031282944578975,0.8150775311678647,0.783775258381441,-4.271383598801748,3.7523751250504556
0.164,0.09748444050971014,1.2424196374532475,-24.070992510395183,0.2837760221417923,0.1822992005792987,1.0316080387842226,1.128844556163555,linear,0.733776531737036,0.7251118170021754,-4.718458353819783,2.476246463547604,0.7978149069446866,0.7986121751118839,-4.3596889691540905,3.665738407259733
0.168,0.1020583366472585,1.2723642837637463,-24.35285336722705,0.29880848120740106,0.19029379769980426,1.025082373693016,1.126873612220168,linear,0.7147871357824721,0.7347606572047782,-4.775589019336438,2.347958997308116,0.7802019663709394,0.8130984132250222,-4.44653409904227,3.5770374040942046
0.17200000000000001,0.10671857528817857,1.302261848553267,-24.643545826059942,0.31431195528749756,0.19839063135434645,1.0184324506035352,1.1248641307460954,linear,0.6955765884372049,0.7438937196000387,-4.8290289911535815,2.218376675172275,0.7622446429748913,0.8272257351504784,-4.531872588609962,3.486282032296657
