model,t,mean,median,q25,q75,escaped_fraction
forest,0.8200000000000001,0.2869959580073499,0.2454938251958383,0.1387924981393297,0.3970189021579281,0.0
forest,0.8240000000000001,0.28685195219744636,0.2461934568990573,0.13934626630816313,0.3977983913910415,0.0
forest,0.8280000000000001,0.28665840975185464,0.24695385474395473,0.13985602709804817,0.39865094357851405,0.0
forest,0.8320000000000001,0.28647537480393687,0.24778876680698483,0.14033221346019772,0.39949129591298044,0.0
forest,0.836,0.2863022626406015,0.2486849271420884,0.1407930013293803,0.4002665487725088,0.0
forest,0.84,0.2860912451215062,0.24967445470374708,0.14123874167476153,0.40098618460654556,0.0
forest,0.844,0.2858059806490497,0.25067831501999593,0.1416679272820046,0.40188371603186207,0.0
forest,0.848,0.2855673882521347,0.25175834214162185,0.14208750486447813,0.4024261048201528,0.0
forest,0.852,0.28537686577941407,0.2528478710738587,0.14247236264593513,0.4032635117263627,0.0
forest,0.856,0.2851801150664536,0.25290053765151455,0.14288043050169566,0.4042170870255075,0.0
forest,0.86,0.28499358603940267,0.25170642452151065,0.14319746780372467,0.4051305619679617,0.0
forest,0.864,0.2848092533909382,0.25054003672185426,0.1435169163104277,0.4058898902818192,0.0
forest,0.868,0.2845777859405237,0.24918639437536277,0.1437918795175832,0.4068469442730217,0.0
forest,0.872,0.2842950529316709,0.24749084179680964,0.14490421254968255,0.4079325206210508,0.0
forest,0.876,0.2840289603717058,0.24599714332408093,0.14636627271282932,0.4086674685994234,0.0
forest,0.88,0.28377409300588297,0.24461055347309796,0.14783409106121512,0.4092760115963941,0.0
forest,0.884,0.2835129290894721,0.24340883981532302,0.14932641682403702,0.41000388050616754,0.0
forest,0.888,0.2833284289213295,0.24239844251044984,0.15077286115713823,0.4107316855915708,0.0
forest,0.892,0.283177898304491,0.241513692370653,0.15227902017306238,0.4109698952514137,0.0
forest,0.896,0.2830434105324119,0.2406413744118057,0.15385624925527558,0.4109130792617841,0.0
forest,0.9,0.2829717268929432,0.23977783621345944,0.15286871740230262,0.41114126852158145,0.0
forest,0.904,0.28287607472425197,0.23903531179224596,0.15065613652336474,0.4113072888088714,0.0
forest,0.908,0.282781433518896,0.23843306866857777,0.14842964934906702,0.41134027682978386,0.0
forest,0.912,0.2827347775284989,0.23595504908306109,0.14611069202254762,0.41186429296980187,0.0
forest,0.916,0.28267171407198477,0.2330450575247352,0.14354611942029208,0.4123494442445431,0.0
forest,0.92,0.2826914799161021,0.23029326348974732,0.14087510286199298,0.41287534850982727,0.0
forest,0.924,0.2827256368497686,0.2276252336391103,0.1392056931672087,0.41339990912913077,0.0
forest,0.928,0.2828140755795311,0.22499559809486486,0.1387395170500565,0.41398197924062535,0.0
forest,0.932,0.28298094132377566,0.22331915757278348,0.13982800101142312,0.41481673503323935,0.0
forest,0.936,0.2832262186160854,0.221778314189028,0.140981149325412,0.415882619169125,0.0
forest,0.9400000000000001,0.2834311404474672,0.22016842246891644,0.14227101742632434,0.41700855778386026,0.0
forest,0.9440000000000001,0.283710696332949,0.21859818886179083,0.14386423648393212,0.4183807566289457,0.0
forest,0.9480000000000001,0.2840786016595894,0.21716363560170165,0.1454958089855382,0.4201606621282341,0.0
forest,0.9520000000000001,0.2844733316771304,0.21584924586456444,0.1472060052639636,0.4219702001719602,0.0
forest,0.9560000000000001,0.2849054590309171,0.215580692474085,0.14775596580940112,0.42370654346592573,0.0
forest,0.96,0.2853852832630859,0.21633419373247606,0.14636389712267642,0.4255274459315933,0.0
forest,0.964,0.28591770626320046,0.21712105126505082,0.14522222465263576,0.4275455533304742,0.0
forest,0.968,0.2865371802171998,0.21797725027735376,0.1442485386949304,0.4297277962642903,0.0
forest,0.972,0.28726273168754013,0.21906885071461824,0.14341974604865795,0.43158857639069914,0.0
forest,0.976,0.2878988522220104,0.22004656525121924,0.1424608171929152,0.43242979838660073,0.0
forest,0.98,0.2885600305534717,0.22117254720117024,0.14134776892334705,0.4332871282694919,0.0
forest,0.984,0.2893611861736095,0.2223316112797209,0.140526899888437,0.43436747669985004,0.0
forest,0.988,0.29027927704931866,0.22361722915302268,0.14014989209947443,0.43310943685017717,0.0
forest,0.992,0.29125704361314225,0.22476531350899423,0.14002000834310674,0.4311325547064138,0.0
forest,0.996,0.2923326561491598,0.22612472640160536,0.14014443369797067,0.42913410348694425,0.0
forest,1.0,0.2934547014922493,0.2275816211272232,0.14014630053064323,0.4271700936416153,0.0
forest,1.004,0.2946022051918945,0.2291185446641851,0.1403418237092159,0.42521044294229815,0.0
forest,1.008,0.2958630334738931,0.23083412914366813,0.14053477822696273,0.4233094344055782,0.0
forest,1.012,0.2972103769334745,0.23257726273914017,0.14070737321086307,0.4213996455653625,0.0
forest,1.016,0.2985727682200285,0.23460738144892324,0.14093911655832292,0.4195206996007499,0.0
forest,1.02,0.30002392357699526,0.23770022467431529,0.14129138349337067,0.41767411749825445,0.0
forest,1.024,0.3016087464486884,0.24217909161590456,0.14162825158566061,0.41512191959982003,0.0
forest,1.028,0.3032800924074556,0.24683494674500844,0.14200985130601207,0.42223068992677926,0.0
forest,1.032,0.30499258926506007,0.25073345700039634,0.14240309688609362,0.4297408154900329,0.0
forest,1.036,0.306796781075793,0.252488507543542,0.1429546477337414,0.43766189078938966,0.0
forest,1.04,0.3086552809150563,0.2542461424760962,0.14363499601964155,0.4453944890940138,0.0
forest,1.044,0.31062696495265496,0.2559991525722226,0.14446265130271907,0.44614491758746494,0.0
forest,1.048,0.31267514833917376,0.25770620890635315,0.14536472266514597,0.44702235427943426,0.0
forest,1.052,0.31477639224652754,0.25948131566343025,0.14640411004418197,0.4479866835137587,0.0
forest,1.056,0.3170076773927576,0.2613148584307551,0.14757867006038777,0.44666032904415404,0.0
forest,1.06,0.3193253271564432,0.26314637670502916,0.1488641567839288,0.44514986856012956,0.0
forest,1.064,0.3216905015887056,0.2649858758309714,0.15030732301307145,0.44367023028829927,0.0
forest,1.068,0.32408216752080066,0.2668749261760132,0.1518468828040413,0.4421801177561032,0.0
forest,1.072,0.3265659085241797,0.26876521357357674,0.15338508588607988,0.44072129668437804,0.0
forest,1.076,0.32912981597895963,0.2706868909125922,0.15504464788154165,0.43911192279443695,0.0
forest,1.08,0.3318108691709504,0.27274041290933493,0.15679083671342198,0.437463941600504,0.0
forest,1.084,0.33455881877646526,0.27477400788236495,0.15861867609625702,0.4358402458128886,0.0
forest,1.088,0.3374594357088012,0.2769051059892473,0.16054028955438412,0.4341766853947119,0.0
forest,1.092,0.3404434975080989,0.27909272881514136,0.1626095441335867,0.44080036565598785,0.0
forest,1.096,0.3435053042383649,0.2813299499291072,0.16480623327328056,0.4491780872562365,0.0
forest,1.1,0.34668056369461847,0.2836137115763465,0.1670592104576972,0.457672209521185,0.0
forest,1.104,0.34988620224492983,0.28596630558864716,0.16894934433862704,0.4663881830235878,0.0
forest,1.108,0.3532047709004998,0.2883499381532938,0.16869307126876584,0.4753351056780846,0.0
forest,1.112,0.3566180177051338,0.2908779309933501,0.16850305503885893,0.4844327496283876,0.0
forest,1.116,0.36009657478441215,0.2935133586778892,0.16831591482362449,0.4937278861078091,0.0
forest,1.12,0.3636256757063355,0.29618653603581513,0.16810133160140417,0.5031379427465754,0.0
forest,1.124,0.36718359539284967,0.298922062505468,0.16792929135181706,0.5127456576939547,0.0
forest,1.1280000000000001,0.3707713474062977,0.30174892649013135,0.16779005157058963,0.5223631409229433,0.0
forest,1.1320000000000001,0.37438755498519294,0.3034701342525692,0.16766751109207673,0.5319209166914437,0.0
forest,1.1360000000000001,0.37805823789123477,0.3020541584796291,0.1675713506222697,0.5414643785165363,0.0
forest,1.1400000000000001,0.3817183779613591,0.30063018665975283,0.16759540063050707,0.5509228052326983,0.0
forest,1.1440000000000001,0.38542593823353055,0.29927469746539803,0.1677182715897475,0.5602751990434326,0.0
forest,1.1480000000000001,0.389124752069686,0.29792419741633197,0.16787764035349334,0.5663826399375784,0.0
forest,1.1520000000000001,0.3928088275118734,0.29661087210488846,0.16787379135335329,0.5700656012468368,0.0
forest,1.156,0.39645147004369524,0.2953227641204782,0.1679442257867086,0.57371423527587,0.0
forest,1.16,0.40006409281871147,0.2940404533352099,0.1679937193752407,0.5772772321716264,0.0
forest,1.164,0.4035947960219299,0.29279099622353144,0.16813009662413375,0.5803511654897053,0.0
forest,1.168,0.40707250728724287,0.29155694344427835,0.1689179636641088,0.5830610029575758,0.0
forest,1.172,0.4104368484655187,0.290392312812938,0.16987183237048292,0.5857904454275198,0.0
forest,1.176,0.4138167171928733,0.2907617569769549,0.17090830586539665,0.5883280471548946,0.0
forest,1.18,0.4172129216081256,0.2930876420804544,0.17199128062239355,0.5906937471495944,0.0
forest,1.184,0.4205919597264157,0.29542773180656356,0.17313810121213846,0.5929441949493603,0.0
forest,1.188,0.4239110306205637,0.29778216131697466,0.1743807029190431,0.5951262332278008,0.0
forest,1.192,0.427196344442879,0.30014108811287543,0.17570053423709328,0.5973181461125727,0.0
forest,1.196,0.43044992695595585,0.3025975506250045,0.17704316217485516,0.5992890109063469,0.0
forest,1.2,0.4336136632041626,0.30564189663516245,0.17841666200640177,0.6011890974136209,0.0
forest,1.204,0.43675344429870844,0.30858199269008324,0.17997058159977924,0.6030765217589211,0.0
forest,1.208,0.439825070382447,0.3099688344245642,0.18159059667516417,0.6047559347881275,0.0
forest,1.212,0.4428455730686454,0.3113080199843967,0.1832711254597501,0.606206792942661,0.0
forest,1.216,0.4458619999165814,0.3126812099968175,0.18502341325170377,0.6074831749318361,0.0
forest,1.22,0.44885105968314887,0.31623779840604344,0.18872420484305863,0.6085379892711628,0.0
forest,1.224,0.45171908246082915,0.31969357541038923,0.19257226218601445,0.6093094110845265,0.0
forest,1.228,0.45450754946085736,0.3221705716639428,0.19641403822504577,0.6097732377414409,0.0
forest,1.232,0.45721334929703195,0.32476688407022114,0.20034922411937506,0.609958424859482,0.0
forest,1.236,0.45986230739838935,0.3286431922344524,0.20422036925330617,0.6099364994057872,0.0
forest,1.24,0.4623920410549798,0.3325993336289591,0.20814383525658114,0.6095644724267728,0.0
forest,1.244,0.46484196339039663,0.3368469111267911,0.21208218834081885,0.6085134062550209,0.0
forest,1.248,0.46724099471080105,0.3413206170655624,0.2103094613622574,0.6074007149366203,0.0
forest,1.252,0.4696024960246918,0.3458639960380224,0.20846067489635173,0.6060001427505649,0.0
forest,1.256,0.47179031978876457,0.35052460583030576,0.20662668017633595,0.6041315401144176,0.0
forest,1.26,0.4738547957098393,0.35516337807835924,0.20484849488883516,0.601843850727235,0.0
forest,1.264,0.47585561491761064,0.35979462667186557,0.2031125336662118,0.5991935181178765,0.0
forest,1.268,0.4777891503598165,0.364555299404559,0.20195774944723283,0.5961299832170316,0.0
forest,1.272,0.4795948291350488,0.36931090434948266,0.2026838568560031,0.5928415073214671,0.0
forest,1.276,0.4813448148912533,0.37447031752742466,0.20349145077724196,0.5892587483350181,0.0
forest,1.28,0.48297932130196697,0.3796491354380016,0.20430496878276438,0.5852154026141173,0.0
forest,1.284,0.48443700846680854,0.38494488194808774,0.20519918617105265,0.5808785648591998,0.0
forest,1.288,0.4857403999295685,0.3903402325446429,0.2061648658193981,0.5749648779667488,0.0
forest,1.292,0.4870413179809834,0.3959176595502695,0.20718853597800913,0.5681946197877127,0.0
forest,1.296,0.4882507541619111,0.4013073600585647,0.20831689922781155,0.5707970465689381,0.0
forest,1.3,0.48953720677274826,0.4068850427077031,0.20941302150556548,0.5734803892294572,0.0
forest,1.304,0.4909294434442201,0.41248544430815937,0.21049819784895618,0.5761708917559425,0.0
forest,1.308,0.4922027271380749,0.41820019207800463,0.21170130434775652,0.5788918857230065,0.0
forest,1.312,0.493442579479078,0.42293120268597617,0.2130624871493493,0.581691117971041,0.0
forest,1.316,0.4944906567446604,0.4259362027294372,0.2143846327493546,0.5840258717381716,0.0
forest,1.32,0.49546700282079054,0.4289023346079075,0.21664053235082686,0.5863290959237248,0.0
forest,1.324,0.4964380026457915,0.4274851569542726,0.21903819437120164,0.5882946365365828,0.0
forest,1.328,0.49741447547351125,0.4248531657604799,0.22140971998266076,0.5903742228950997,0.0
forest,1.332,0.4984398228796458,0.4222959519772814,0.22391039840015928,0.5926139586819419,0.0
forest,1.336,0.49957945940779575,0.4197531071469177,0.22635362149257693,0.5949660054418157,0.0
forest,1.34,0.5006425196347761,0.4171933829885761,0.2265307066926783,0.5974240281014711,0.0
forest,1.344,0.501656604336459,0.414879285219394,0.2259912328140406,0.5998145005364407,0.0
forest,1.348,0.5026810360248075,0.41271237366844915,0.2255774371831767,0.6020486220914061,0.0
forest,1.352,0.5037123356613145,0.410688601717659,0.22508339841270064,0.6043126626412516,0.0
forest,1.356,0.5047625020287966,0.40882161983724963,0.22458437369305947,0.6065318438432201,0.0
forest,1.36,0.5057870160363199,0.4070838267193724,0.2241005687368839,0.608831870968156,0.0
forest,1.364,0.5067688533091386,0.4054995359120565,0.22383295671206893,0.6110823213405703,0.0
forest,1.368,0.5077224084840615,0.404071226579904,0.2236806275391051,0.613215567555705,0.0
forest,1.372,0.5086372619234456,0.402696447602934,0.22361207523244223,0.6154100293292406,0.0
forest,1.3760000000000001,0.5095046803905989,0.40313513278287066,0.2236315123118691,0.6176243707165262,0.0
forest,1.3800000000000001,0.5103567839802932,0.40696097955162736,0.22368712521375114,0.6197974875704466,0.0
forest,1.3840000000000001,0.5112165783987968,0.4083062731035166,0.22388263121918042,0.6219754846252856,0.0
forest,1.3880000000000001,0.5120656791568035,0.40930134769707627,0.22415485212754402,0.624105656832221,0.0
forest,1.3920000000000001,0.5127977098757739,0.41017974250238437,0.2245438402067244,0.6247808339177277,0.0
forest,1.3960000000000001,0.5135419418944174,0.41106304727008636,0.225018226647217,0.6240497292626417,0.0
forest,1.4000000000000001,0.5142752776323333,0.41184327740179705,0.22562297038542187,0.6234735150463173,0.0
forest,1.4040000000000001,0.5150191750046195,0.41281554564670925,0.2263580955258094,0.6229952838329871,0.0
forest,1.408,0.5158798590969162,0.41357929519916076,0.22718992905736846,0.6226749807811576,0.0
forest,1.412,0.5167233707275718,0.4139137139386515,0.2281517690890117,0.6249777324705943,0.0
forest,1.416,0.517608454712657,0.41410144536474114,0.2292585853653894,0.6295199208048576,0.0
forest,1.42,0.5184647288602316,0.4141365516580711,0.2304845748736934,0.6338884220262974,0.0
forest,1.424,0.5193052952796451,0.41406524221732993,0.2318019843239023,0.6377561862336565,0.0
forest,1.428,0.5200714979631956,0.4139888302533519,0.2332516669926025,0.6410881462311497,0.0
forest,1.432,0.5209448978116422,0.4138777709286956,0.2348411791217472,0.6447024175488686,0.0
forest,1.436,0.5219392244324663,0.4137322891125007,0.23219164684054505,0.6483053070395686,0.0
forest,1.44,0.5229492603180563,0.4134915519760831,0.22862210250317797,0.6515784291358395,0.0
forest,1.444,0.523953891462966,0.4132525310943814,0.22514654373080548,0.6545880889888627,0.0
forest,1.448,0.5250209118429666,0.4128432451696203,0.22184912133902418,0.6574885487649085,0.0
forest,1.452,0.5261237689389409,0.41323668673089664,0.21872329812185645,0.659775698377159,0.0
forest,1.456,0.5272251267242535,0.41531268873199423,0.21572354248749512,0.6618296757377774,0.0
forest,1.46,0.5283394892761628,0.41749499017436614,0.21278542883037121,0.6637183358422429,0.0
forest,1.464,0.5295094812193539,0.41962288903640493,0.2098581493962211,0.6655054450659572,0.0
forest,1.468,0.5307542992558342,0.4217548137451658,0.20817179527500765,0.6673242225280706,0.0
forest,1.472,0.5319721221790288,0.4238550966584813,0.20763249326523847,0.6690451238112747,0.0
forest,1.476,0.5332282101687262,0.42595042959682516,0.20715171192996434,0.670550943084617,0.0
forest,1.48,0.534502697165707,0.4279365949477925,0.20666679338755634,0.671822044545091,0.0
forest,1.484,0.5357909953916024,0.42982129710327843,0.20616341023440948,0.6730645684736231,0.0
forest,1.488,0.5371512336099608,0.4318911609818687,0.20621283006264976,0.6741605943395723,0.0
forest,1.492,0.5385385518506218,0.4339074699943629,0.20765131230077608,0.6751428990419097,0.0
forest,1.496,0.5399975931621781,0.4359971879021971,0.2091028582876101,0.6760373917164963,0.0
forest,1.5,0.5415465376710237,0.4380041969761549,0.21059075898246438,0.6766819102339189,0.0
forest,1.504,0.5431586443075394,0.4400578344432172,0.21215662030744833,0.6769687149664277,0.0
forest,1.508,0.5448363465830421,0.44232062046304566,0.21640404196486301,0.6807940106212891,0.0
forest,1.512,0.5466292651031316,0.44469898591651674,0.22069415053877248,0.6861168887705564,0.0
forest,1.516,0.5485253250704523,0.4472650374286875,0.22515405870713345,0.6914360211749788,0.0
forest,1.52,0.5504834118017301,0.449781256443805,0.22955925219475667,0.6967171413438386,0.0
forest,1.524,0.5525162525370001,0.452114835645927,0.234105817386335,0.70158530155738,0.0
forest,1.528,0.5544575786683696,0.45451109052529826,0.23899452897947132,0.7043103239715316,0.0
forest,1.532,0.5564370604321429,0.4568805101946476,0.24418498534434463,0.7070436917024476,0.0
forest,1.536,0.5584015266304648,0.458785417564201,0.2495682238741801,0.7096718787900409,0.0
forest,1.54,0.5603714512318929,0.46004254611586737,0.25516297889912265,0.7122883634995464,0.0
forest,1.544,0.5623992494499085,0.46122001986594746,0.2607799113503069,0.7148048237436471,0.0
forest,1.548,0.5645584412963061,0.46253400963916413,0.26649394708143315,0.7173204123121203,0.0
forest,1.552,0.5667683157700093,0.46383711864060684,0.2722337220986916,0.719818592807797,0.0
forest,1.556,0.5690382604152306,0.4650963402958792,0.2775710205414679,0.7222293215343231,0.0
forest,1.56,0.5714061478530683,0.46640105218673755,0.28294453065152303,0.7274336700404296,0.0
forest,1.564,0.5738322805641364,0.46778560347174264,0.28878719114838974,0.7331632773382448,0.0
forest,1.568,0.5762304169662524,0.469099141873803,0.2939045571643441,0.7386548445415753,0.0
forest,1.572,0.5786202011332233,0.474968565126149,0.29232673057262964,0.744152898679337,0.0
forest,1.576,0.581121520445493,0.4821997385756617,0.2914191433325957,0.7497859375058861,0.0
forest,1.58,0.5837030111680489,0.48943887651638557,0.29047973280483363,0.7558082227328604,0.0
forest,1.584,0.5862637194555644,0.4970770721995779,0.2895672126659342,0.7620012349710864,0.0
forest,1.588,0.5887379300802986,0.5060720505263915,0.288619689050719,0.7682576036488491,0.0
forest,1.592,0.5912092269609162,0.5115659382177764,0.28756166526147675,0.7736093777537515,0.0
forest,1.596,0.5936528187819181,0.5167377833505525,0.2863931877430463,0.7783299015536681,0.0
forest,1.6,0.5960940845861543,0.5217801515517337,0.2853030050350639,0.7828948255805864,0.0
forest,1.604,0.5985367640079143,0.5267364987835619,0.2841665280391475,0.7877610271184531,0.0
forest,1.608,0.6011864828602178,0.5316984063166146,0.28298881408065235,0.7926661934895397,0.0
forest,1.612,0.6040298514093607,0.5365373142143072,0.28176646212968315,0.7975406595980151,0.0
forest,1.616,0.6068994764675495,0.5439413319189573,0.28053497924061166,0.802780228519001,0.0
forest,1.62,0.6097531633030379,0.5560521233400859,0.27930005513509504,0.8080299789095992,0.0
forest,1.624,0.6126393025190269,0.5682950987872406,0.2779552558914886,0.8132314739339753,0.0
forest,1.6280000000000001,0.615439036185659,0.5805022924203899,0.27656807189032384,0.8183428385411209,0.0
forest,1.6320000000000001,0.6182891192372002,0.5927270596283445,0.27507477697402954,0.8234495706400167,0.0
forest,1.6360000000000001,0.6211193501864943,0.605017341073814,0.2736076511093711,0.8284581385794964,0.0
forest,1.6400000000000001,0.6239218159978256,0.6145050272208215,0.27195593281258656,0.833428772430098,0.0
forest,1.6440000000000001,0.6267036479216281,0.6238485631502497,0.2703129765429904,0.8385867661098234,0.0
forest,1.6480000000000001,0.6294473226858509,0.6282684687610333,0.27077412481712837,0.8440204645733795,0.0
forest,1.6520000000000001,0.6320735685875415,0.6296920271336627,0.27207660772330056,0.8494662923068785,0.0
forest,1.6560000000000001,0.6347175461477635,0.6310965039147614,0.2733993506852539,0.8549912370115149,0.0
forest,1.6600000000000001,0.6374079152183244,0.6324182962898817,0.274701270755516,0.8604305534324859,0.0
forest,1.6640000000000001,0.6401265200929249,0.6336340805913909,0.2760257693926824,0.8660167482901667,0.0
forest,1.668,0.6429072053508585,0.6392896646859304,0.2774170408408052,0.869939598739088,0.0
forest,1.672,0.6457666415876573,0.6492121135407327,0.27888736995942176,0.8734952168750312,0.0
forest,1.676,0.6485500962251717,0.6591825624011844,0.2812392701531444,0.8769701956048335,0.0
forest,1.68,0.6512815378924343,0.6691786852510591,0.2842750487649971,0.8804729353258226,0.0
forest,1.684,0.6539852315080092,0.6791282599650185,0.2873533005987643,0.8840963878864805,0.0
forest,1.688,0.6568943297630535,0.6890745719765514,0.2903511071892127,0.8877968593556986,0.0
forest,1.692,0.6595835791231186,0.6989750408343371,0.293445181921998,0.8915152416099182,0.0
forest,1.696,0.6622298986024434,0.7088103355219852,0.29660885650702196,0.8947948813995876,0.0
forest,1.7,0.664889108185385,0.715770175179809,0.29972505415088646,0.8937056010965122,0.0
forest,1.704,0.667572501773105,0.7182695968946047,0.29849414672957486,0.8926689219537529,0.0
forest,1.708,0.6702226837716677,0.7207639683654214,0.2967925474376516,0.8916496284732109,0.0
forest,1.712,0.6728282103683184,0.7232032637281836,0.29513667183752934,0.890464087205457,0.0
forest,1.716,0.6753714485365331,0.7256138369582803,0.29380995145563904,0.8893559815226728,0.0
forest,1.72,0.677864926771982,0.7280167109187619,0.2923897117994047,0.901026371101463,0.0
forest,1.724,0.6802736659618008,0.7304253535925931,0.2932751106536598,0.9128273236489131,0.0
forest,1.728,0.6826415719972511,0.7328356334301838,0.295320622580954,0.924442465671599,0.0
forest,1.732,0.6849608960617564,0.7352867470585942,0.29913966377758966,0.9358855894185754,0.0
forest,1.736,0.6872230241444341,0.7376691624306472,0.3029984252480113,0.9470835907435884,0.0
forest,1.74,0.6894555206735327,0.7400817537951829,0.3068508006560885,0.9580122950017065,0.0
forest,1.744,0.6916651481699517,0.7424396060114109,0.31076762424122706,0.9686852063731706,0.0
forest,1.748,0.6938585440556362,0.7449160746871987,0.31465096339159526,0.9768514730028992,0.0
forest,1.752,0.6960359142547168,0.7472748023154626,0.31858513538009164,0.9841515716839956,0.0
forest,1.756,0.6982544454782083,0.7496987355138414,0.3225651915050775,0.9914748785911913,0.0
forest,1.76,0.700464384401941,0.7520737827776407,0.3265239030960691,0.9964095140989883,0.0
forest,1.764,0.7025834390066867,0.7544225146638983,0.33047358795409654,1.0011701695390476,0.0
forest,1.768,0.7046962509547904,0.7566799828165871,0.33443762204076566,1.005921366838593,0.0
forest,1.772,0.706921470613054,0.7587713396256835,0.3383992578530153,1.01181174964026,0.0
forest,1.776,0.7090287849302938,0.7609470702282952,0.3424144025392601,1.0157389125515608,0.0
forest,1.78,0.7111008905895786,0.7631654103023788,0.3464479018299884,1.0186733878267988,0.0
forest,1.784,0.7130909384574557,0.7653479776212353,0.35045168638581825,1.0267759906485665,0.0
forest,1.788,0.7150409191955107,0.7674153312699123,0.35444980665619485,1.032895492337689,0.0
forest,1.792,0.7169957186227289,0.7695729260698405,0.35561133989919286,1.0391222484090155,0.0
forest,1.796,0.7188829968589237,0.7716747778781194,0.3528148828125693,1.045312131753433,0.0
forest,1.8,0.7207107639737279,0.7737150843632028,0.35001842334588207,1.0512570105550285,0.0
forest,1.804,0.7225559874274377,0.7730494401297315,0.34722837611063234,1.057358838627466,0.0
forest,1.808,0.7244030885342574,0.7715759565760518,0.3445376737424669,1.0634868713514813,0.0
forest,1.812,0.726193433754187,0.7701354380201964,0.34418923014796204,1.06962827280258,0.0
forest,1.816,0.7278797008721481,0.7687500618886656,0.3448508078094231,1.0757083363738726,0.0
forest,1.82,0.7295572158281285,0.7674163277991314,0.3454212256902276,1.0817673075960574,0.0
forest,1.824,0.7312219606542828,0.7660700066183805,0.3459619850359516,1.08780934384847,0.0
forest,1.828,0.7328422126132168,0.7647298374575251,0.34650765665634453,1.093844096004536,0.0
forest,1.832,0.7344499991415636,0.7633245402743517,0.34697563584669877,1.0997904835775716,0.0
forest,1.836,0.736032270528167,0.7617640166626434,0.3474198785700829,1.1057151641290184,0.0
forest,1.84,0.7374893003378121,0.7602320132208302,0.34785310410659837,1.111515606651985,0.0
forest,1.844,0.7389257687585502,0.7587457608532869,0.34827759609079895,1.1172089455312106,0.0
forest,1.848,0.7403202799221658,0.7573086818933235,0.34871290447272896,1.1227731808295942,0.0
forest,1.852,0.7416785403796091,0.7559235055850895,0.34908904963153375,1.128261791519475,0.0
forest,1.856,0.7430723732485004,0.7545506987809338,0.34935182625230937,1.1336630305986315,0.0
forest,1.86,0.7444782455908427,0.7532148641206928,0.3495541406676858,1.138976531019151,0.0
forest,1.864,0.7458561919388629,0.7517925866969528,0.3498450886013172,1.1442375678856989,0.0
forest,1.868,0.7472302309364165,0.7505622391711984,0.3520968090417555,1.1492901715350214,0.0
forest,1.872,0.7486244077604489,0.7495054380849862,0.3545486517063827,1.154057201765112,0.0
forest,1.8760000000000001,0.7500273369639346,0.7485364181578875,0.3569212324269224,1.1587170763204164,0.0
forest,1.8800000000000001,0.7513700493317318,0.7472749605008069,0.3592564177447701,1.1631603250546434,0.0
forest,1.8840000000000001,0.7526992085526004,0.7461117997731872,0.3615563500421894,1.1673535566551094,0.0
forest,1.8880000000000001,0.7540172754196257,0.7449782864023149,0.3638000101191145,1.171246315956843,0.0
forest,1.8920000000000001,0.7553630348914363,0.7438435587421214,0.3660210379769619,1.1753523261960535,0.0
forest,1.8960000000000001,0.7567062047824195,0.7426292247262912,0.3682163352240476,1.1791910378372605,0.0
forest,1.9000000000000001,0.7580688124609105,0.7406985773479551,0.37040022372115033,1.182879285728549,0.0
forest,1.9040000000000001,0.7594081945062231,0.7382058551494017,0.3725735047672747,1.186340861621088,0.0
forest,1.9080000000000001,0.7607252203668239,0.7356309520129112,0.374566209827529,1.189613521783465,0.0
forest,1.9120000000000001,0.7619978556285766,0.733147847996277,0.3766125880452329,1.1924978602206724,0.0
forest,1.9160000000000001,0.7633198387388171,0.7307282157476489,0.37868404711536774,1.1950642205935982,0.0
forest,1.92,0.7646340823097711,0.7283093112264909,0.38066695582194476,1.1973830563587122,0.0
forest,1.924,0.7659309846826992,0.7260786086955344,0.38255100336630554,1.1994116349134443,0.0
forest,1.928,0.7671777787557386,0.7237715820642849,0.38440163565544194,1.2010969000110343,0.0
forest,1.932,0.768423797409166,0.7213392516385662,0.386175340151766,1.2024878078947907,0.0
forest,1.936,0.7696832108035452,0.7189424506141254,0.3876738407104521,1.2036796247200459,0.0
forest,1.94,0.7709898669319314,0.7166303402860168,0.3891040920274408,1.204586776159666,0.0
forest,1.944,0.7723089142754682,0.7141451526468545,0.39214917033811186,1.2050421048087236,0.0
forest,1.948,0.7736276876181876,0.7114606319974159,0.3957346282736228,1.2051959006324195,0.0
forest,1.952,0.7749470531748013,0.7087661348772984,0.39921179705141147,1.2051652057584883,0.0
forest,1.956,0.7763317843970823,0.7061451755974841,0.4026975548056897,1.2043681653395104,0.0
forest,1.96,0.7776871358193976,0.7034176391305766,0.4060885012958523,1.2036777419182694,0.0
forest,1.964,0.7790019688147095,0.7007369566785118,0.40945406376269866,1.2024693062301006,0.0
forest,1.968,0.7802816983818125,0.6981349768310656,0.41269644192501215,1.2009317259423462,0.0
forest,1.972,0.7816312016066187,0.6954528276084122,0.4153854778047834,1.199154568718925,0.0
forest,1.976,0.7829252213922165,0.6926764738874843,0.413530467911128,1.1967368224624213,0.0
forest,1.98,0.7842488348526608,0.6899188406968078,0.4115829462110474,1.1941579310491794,0.0
forest,1.984,0.7855022997009018,0.6871682063968978,0.4094995022637461,1.1911362360939255,0.0
forest,1.988,0.7867706170666688,0.6846022642002485,0.40721036311321035,1.1878209514915523,0.0
forest,1.992,0.788137741114906,0.6821612819124996,0.4051840102714548,1.1839675147924738,0.0
